[http-nio-8080-exec-2] INFO       | com.safetynet.safetyAlerts.service.UrlsService               | Lancement de la recherche des personnes rattachées l'adresse: 1509 Culver St (UrlsService.java:59)
[main] INFO       | com.safetynet.safetyAlerts.dao.PersonDaoImpl                 | --> SetAllFirestation de Person [FirestationModel [station=fire1, address=address1], FirestationModel [station=fire2, address=address2]] (PersonDaoImpl.java:132)
[main] INFO       | com.safetynet.safetyAlerts.dao.PersonDaoImpl                 | --> SetAllMedic de Person [{ "firstName":"firstName1", "lastName":"lastName1", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}, { "firstName":"firstName2", "lastName":"lastName1", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}, { "firstName":"firstName3", "lastName":"lastName2", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}]  (PersonDaoImpl.java:126)
[main] INFO       | com.safetynet.safetyAlerts.dao.PersonDaoImpl                 | --> Liste des Personnes trouvées : [{ "firstName":"firstName1", "lastName":"lastName1", "address":"address1", "city":"CityTest", "zip":"10000", "phone":"telTest", "email":"test@test.com", "firestation":"null", "age":"15", "medicalrecord":"null], { "firstName":"firstName2", "lastName":"lastName1", "address":"address1", "city":"CityTest", "zip":"10000", "phone":"telTest", "email":"test@test.com", "firestation":"null", "age":"15", "medicalrecord":"null], { "firstName":"firstName3", "lastName":"lastName2", "address":"addressTest", "city":"CityTest", "zip":"10000", "phone":"telTest", "email":"test@test.com", "firestation":"null", "age":"15", "medicalrecord":"null]] (PersonDaoImpl.java:32)
[main] INFO       | com.safetynet.safetyAlerts.dao.PersonDaoImpl                 | -->  Personne crée : { "firstName":"firstName1", "lastName":"lastName2", "address":"addressTest", "city":"CityTest", "zip":"10000", "phone":"telTest", "email":"test@test.com", "firestation":"null", "age":"15", "medicalrecord":"null] (PersonDaoImpl.java:64)
[main] INFO       | com.safetynet.safetyAlerts.dao.PersonDaoImpl                 | ---> Lancement de UpdateData ! (PersonDaoImpl.java:141)
[main] INFO       | com.safetynet.safetyAlerts.dao.PersonDaoImpl                 | ----> Update terminé, données mises à jour ! (PersonDaoImpl.java:174)
[main] INFO       | com.safetynet.safetyAlerts.dao.PersonDaoImpl                 | --> Liste des Personnes trouvées : [{ "firstName":"firstName1", "lastName":"lastName1", "address":"address1", "city":"CityTest", "zip":"10000", "phone":"telTest", "email":"test@test.com", "firestation":"fire1", "age":"20", "medicalrecord":"{ "firstName":"firstName1", "lastName":"lastName1", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"20"}], { "firstName":"firstName2", "lastName":"lastName1", "address":"address1", "city":"CityTest", "zip":"10000", "phone":"telTest", "email":"test@test.com", "firestation":"fire1", "age":"20", "medicalrecord":"{ "firstName":"firstName2", "lastName":"lastName1", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"20"}], { "firstName":"firstName3", "lastName":"lastName2", "address":"addressTest", "city":"CityTest", "zip":"10000", "phone":"telTest", "email":"test@test.com", "firestation":"null", "age":"20", "medicalrecord":"{ "firstName":"firstName3", "lastName":"lastName2", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"20"}], { "firstName":"firstName1", "lastName":"lastName2", "address":"addressTest", "city":"CityTest", "zip":"10000", "phone":"telTest", "email":"test@test.com", "firestation":"null", "age":"15", "medicalrecord":"null]] (PersonDaoImpl.java:32)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataExistException     | --> *** Création impossible une personne pour firstName1 lastName2 existe déjà ! (DataExistException.java:18)
[main] INFO       | com.safetynet.safetyAlerts.dao.PersonDaoImpl                 | --> SetAllPerson [{ "firstName":"firstName1", "lastName":"lastName1", "address":"address1", "city":"CityTest", "zip":"10000", "phone":"telTest", "email":"test@test.com", "firestation":"null", "age":"15", "medicalrecord":"null], { "firstName":"firstName2", "lastName":"lastName1", "address":"address1", "city":"CityTest", "zip":"10000", "phone":"telTest", "email":"test@test.com", "firestation":"null", "age":"15", "medicalrecord":"null], { "firstName":"firstName3", "lastName":"lastName2", "address":"addressTest", "city":"CityTest", "zip":"10000", "phone":"telTest", "email":"test@test.com", "firestation":"null", "age":"15", "medicalrecord":"null]] (PersonDaoImpl.java:120)
[main] INFO       | com.safetynet.safetyAlerts.dao.PersonDaoImpl                 | --> SetAllFirestation de Person [FirestationModel [station=fire1, address=address1], FirestationModel [station=fire2, address=address2]] (PersonDaoImpl.java:132)
[main] INFO       | com.safetynet.safetyAlerts.dao.PersonDaoImpl                 | --> SetAllMedic de Person [{ "firstName":"firstName1", "lastName":"lastName1", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}, { "firstName":"firstName2", "lastName":"lastName1", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}, { "firstName":"firstName3", "lastName":"lastName2", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}]  (PersonDaoImpl.java:126)
[main] INFO       | com.safetynet.safetyAlerts.dao.PersonDaoImpl                 | --> Liste des Personnes trouvées : [{ "firstName":"firstName1", "lastName":"lastName1", "address":"address1", "city":"CityTest", "zip":"10000", "phone":"telTest", "email":"test@test.com", "firestation":"null", "age":"15", "medicalrecord":"null], { "firstName":"firstName2", "lastName":"lastName1", "address":"address1", "city":"CityTest", "zip":"10000", "phone":"telTest", "email":"test@test.com", "firestation":"null", "age":"15", "medicalrecord":"null], { "firstName":"firstName3", "lastName":"lastName2", "address":"addressTest", "city":"CityTest", "zip":"10000", "phone":"telTest", "email":"test@test.com", "firestation":"null", "age":"15", "medicalrecord":"null]] (PersonDaoImpl.java:32)
[main] INFO       | com.safetynet.safetyAlerts.dao.PersonDaoImpl                 | --> Listes des Personnes Supprimées pour firstName3 lastName2: [{ "firstName":"firstName3", "lastName":"lastName2", "address":"addressTest", "city":"CityTest", "zip":"10000", "phone":"telTest", "email":"test@test.com", "firestation":"null", "age":"15", "medicalrecord":"null]] (PersonDaoImpl.java:83)
[main] INFO       | com.safetynet.safetyAlerts.dao.PersonDaoImpl                 | ---> Lancement de UpdateData ! (PersonDaoImpl.java:141)
[main] INFO       | com.safetynet.safetyAlerts.dao.PersonDaoImpl                 | ----> Update terminé, données mises à jour ! (PersonDaoImpl.java:174)
[main] INFO       | com.safetynet.safetyAlerts.dao.PersonDaoImpl                 | --> Liste des Personnes trouvées : [{ "firstName":"firstName1", "lastName":"lastName1", "address":"address1", "city":"CityTest", "zip":"10000", "phone":"telTest", "email":"test@test.com", "firestation":"fire1", "age":"20", "medicalrecord":"{ "firstName":"firstName1", "lastName":"lastName1", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"20"}], { "firstName":"firstName2", "lastName":"lastName1", "address":"address1", "city":"CityTest", "zip":"10000", "phone":"telTest", "email":"test@test.com", "firestation":"fire1", "age":"20", "medicalrecord":"{ "firstName":"firstName2", "lastName":"lastName1", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"20"}]] (PersonDaoImpl.java:32)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotFoundException  | --> Aucune Personne trouvée au nom firstName3 lastName2 (DataNotFoundException.java:17)
[main] INFO       | com.safetynet.safetyAlerts.dao.PersonDaoImpl                 | --> SetAllPerson [{ "firstName":"firstName1", "lastName":"lastName1", "address":"address1", "city":"CityTest", "zip":"10000", "phone":"telTest", "email":"test@test.com", "firestation":"null", "age":"15", "medicalrecord":"null], { "firstName":"firstName2", "lastName":"lastName1", "address":"address1", "city":"CityTest", "zip":"10000", "phone":"telTest", "email":"test@test.com", "firestation":"null", "age":"15", "medicalrecord":"null], { "firstName":"firstName3", "lastName":"lastName2", "address":"addressTest", "city":"CityTest", "zip":"10000", "phone":"telTest", "email":"test@test.com", "firestation":"null", "age":"15", "medicalrecord":"null]] (PersonDaoImpl.java:120)
[main] INFO       | com.safetynet.safetyAlerts.dao.PersonDaoImpl                 | --> SetAllFirestation de Person [FirestationModel [station=fire1, address=address1], FirestationModel [station=fire2, address=address2]] (PersonDaoImpl.java:132)
[main] INFO       | com.safetynet.safetyAlerts.dao.PersonDaoImpl                 | --> SetAllMedic de Person [{ "firstName":"firstName1", "lastName":"lastName1", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}, { "firstName":"firstName2", "lastName":"lastName1", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}, { "firstName":"firstName3", "lastName":"lastName2", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}]  (PersonDaoImpl.java:126)
[main] INFO       | com.safetynet.safetyAlerts.dao.PersonDaoImpl                 | --> Personne Modifiée: { "firstName":"firstName1", "lastName":"lastName1", "address":"address1", "city":"CityTest", "zip":"10000", "phone":"telTest", "email":"test@test.com", "firestation":"null", "age":"15", "medicalrecord":"null] par { "firstName":"firstName1", "lastName":"lastName1", "address":"addressTest", "city":"CityTest2", "zip":"10000", "phone":"telTest", "email":"test@test.com", "firestation":"null", "age":"15", "medicalrecord":"null] (PersonDaoImpl.java:101)
[main] INFO       | com.safetynet.safetyAlerts.dao.PersonDaoImpl                 | --> Personne mise à jour: [{ "firstName":"firstName1", "lastName":"lastName1", "address":"address1", "city":"CityTest", "zip":"10000", "phone":"telTest", "email":"test@test.com", "firestation":"null", "age":"15", "medicalrecord":"null]] (PersonDaoImpl.java:109)
[main] INFO       | com.safetynet.safetyAlerts.dao.PersonDaoImpl                 | ---> Lancement de UpdateData ! (PersonDaoImpl.java:141)
[main] INFO       | com.safetynet.safetyAlerts.dao.PersonDaoImpl                 | ----> Update terminé, données mises à jour ! (PersonDaoImpl.java:174)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotFoundException  | --> Personne Non trouvé pour firstNameNotExist  lastNameNotExist (DataNotFoundException.java:17)
[main] INFO       | com.safetynet.safetyAlerts.dao.PersonDaoImpl                 | --> SetAllPerson [{ "firstName":"firstName1", "lastName":"lastName1", "address":"address1", "city":"CityTest", "zip":"10000", "phone":"telTest", "email":"test@test.com", "firestation":"null", "age":"15", "medicalrecord":"null], { "firstName":"firstName2", "lastName":"lastName1", "address":"address1", "city":"CityTest", "zip":"10000", "phone":"telTest", "email":"test@test.com", "firestation":"null", "age":"15", "medicalrecord":"null], { "firstName":"firstName3", "lastName":"lastName2", "address":"addressTest", "city":"CityTest", "zip":"10000", "phone":"telTest", "email":"test@test.com", "firestation":"null", "age":"15", "medicalrecord":"null]] (PersonDaoImpl.java:120)
[main] INFO       | com.safetynet.safetyAlerts.dao.PersonDaoImpl                 | --> SetAllFirestation de Person [FirestationModel [station=fire1, address=address1], FirestationModel [station=fire2, address=address2]] (PersonDaoImpl.java:132)
[main] INFO       | com.safetynet.safetyAlerts.dao.PersonDaoImpl                 | --> SetAllMedic de Person [{ "firstName":"firstName1", "lastName":"lastName1", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}, { "firstName":"firstName2", "lastName":"lastName1", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}, { "firstName":"firstName3", "lastName":"lastName2", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}]  (PersonDaoImpl.java:126)
[main] INFO       | com.safetynet.safetyAlerts.dao.PersonDaoImpl                 | --> Liste des Personnes trouvées pour lastName1: [{ "firstName":"firstName1", "lastName":"lastName1", "address":"address1", "city":"CityTest", "zip":"10000", "phone":"telTest", "email":"test@test.com", "firestation":"null", "age":"15", "medicalrecord":"null], { "firstName":"firstName2", "lastName":"lastName1", "address":"address1", "city":"CityTest", "zip":"10000", "phone":"telTest", "email":"test@test.com", "firestation":"null", "age":"15", "medicalrecord":"null]] (PersonDaoImpl.java:48)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotFoundException  | --> la person avec le nom lastNameNotexist n'existe pas ! (DataNotFoundException.java:17)
[main] INFO       | com.safetynet.safetyAlerts.dao.UrlsDaoImpl                   | --> SetAllFire [FirestationModel [station=fire1, address=address1], FirestationModel [station=fire2, address=address2], FirestationModel [station=fire2, address=address3], FirestationModel [station=fire3, address=address4]] (UrlsDaoImpl.java:42)
[main] INFO       | com.safetynet.safetyAlerts.dao.UrlsDaoImpl                   | --> Liste des Personnes trouvées par firstName1 LastName1:  PersonsListU6 [persons=[PersonU6 [firstName=firstName1, lastName=LastName1, phone= 06 06 06 06, age=51, email=mail@mail.com, medicalBackground=MedicalBackground [medications=null, allergies=null]]]] (UrlsDaoImpl.java:272)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotFoundException  | --> *** Cette personne firstNameExist lastNameNotExist n'existe pas ! (DataNotFoundException.java:17)
[main] INFO       | com.safetynet.safetyAlerts.dao.UrlsDaoImpl                   | --> SetAllFire [FirestationModel [station=fire1, address=address1], FirestationModel [station=fire2, address=address2], FirestationModel [station=fire2, address=address3], FirestationModel [station=fire3, address=address4]] (UrlsDaoImpl.java:42)
[main] INFO       | com.safetynet.safetyAlerts.dao.UrlsDaoImpl                   | --> Personnes trouvées pour l'adress  n°address1: [PersonU4 [lastName=LastName1, phone= 06 06 06 06, age=51, medicalBackground=MedicalBackground [medications=null, allergies=null]], PersonU4 [lastName=LastName1, phone= 06 06 06 06, age=10, medicalBackground=MedicalBackground [medications=null, allergies=null]]] (UrlsDaoImpl.java:181)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotFoundException  | --> Aucune adresse trouvée pour addressNotExist (DataNotFoundException.java:17)
[main] INFO       | com.safetynet.safetyAlerts.dao.UrlsDaoImpl                   | --> SetAllFire [FirestationModel [station=fire1, address=address1], FirestationModel [station=fire2, address=address2], FirestationModel [station=fire2, address=address3], FirestationModel [station=fire3, address=address4]] (UrlsDaoImpl.java:42)
[main] INFO       | com.safetynet.safetyAlerts.dao.UrlsDaoImpl                   | --> Liste des Personnes trouvées par address1: ChildsWithParentsU2 [childs=[PersonWithAgeU2 [firstName=firstName2, lastName=LastName1, age=10]], parents=[PersonWithAgeU2 [firstName=firstName1, lastName=LastName1, age=51]]] (UrlsDaoImpl.java:115)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotFoundException  | --> Aucune adresse trouvée pour addressNotExist (DataNotFoundException.java:17)
[main] INFO       | com.safetynet.safetyAlerts.dao.UrlsDaoImpl                   | --> SetAllFire [FirestationModel [station=fire1, address=address1], FirestationModel [station=fire2, address=address2], FirestationModel [station=fire2, address=address3], FirestationModel [station=fire3, address=address4]] (UrlsDaoImpl.java:42)
[main] INFO       | com.safetynet.safetyAlerts.dao.UrlsDaoImpl                   | nunber of address find by station: 1 address: (UrlsDaoImpl.java:208)
[main] INFO       | com.safetynet.safetyAlerts.dao.UrlsDaoImpl                   | --> Listes des personnes trouvées: FamilysListU5 [fireStation=fire1, personsListU5=[FamilyU5 [address=address1, persons=[PersonU4 [lastName=LastName1, phone= 06 06 06 06, age=51, medicalBackground=MedicalBackground [medications=null, allergies=null]], PersonU4 [lastName=LastName1, phone= 06 06 06 06, age=10, medicalBackground=MedicalBackground [medications=null, allergies=null]]]]]] (UrlsDaoImpl.java:235)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotFoundException  | --> *** fireNotExist n'existe pas ! (DataNotFoundException.java:17)
[main] INFO       | com.safetynet.safetyAlerts.dao.UrlsDaoImpl                   | --> SetAllFire [FirestationModel [station=fire1, address=address1], FirestationModel [station=fire2, address=address2], FirestationModel [station=fire2, address=address3], FirestationModel [station=fire3, address=address4]] (UrlsDaoImpl.java:42)
[main] INFO       | com.safetynet.safetyAlerts.dao.UrlsDaoImpl                   | --> Téléphone(s) trouvé(s) pour la station fire1: [PhoneNumber [number= 06 06 06 06], PhoneNumber [number= 06 06 06 06]] (UrlsDaoImpl.java:143)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotFoundException  | --> *** fireNotExist n'existe pas ! (DataNotFoundException.java:17)
[main] INFO       | com.safetynet.safetyAlerts.dao.UrlsDaoImpl                   | --> SetAllFire [FirestationModel [station=fire1, address=address1], FirestationModel [station=fire2, address=address2], FirestationModel [station=fire2, address=address3], FirestationModel [station=fire3, address=address4]] (UrlsDaoImpl.java:42)
[main] INFO       | com.safetynet.safetyAlerts.dao.UrlsDaoImpl                   | --> Liste des mails de toutes les Personnes de la ville city : [mail@mail.com] (UrlsDaoImpl.java:294)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotFoundException  | --> *** Cette ville cityNotExist n'existe pas ! (DataNotFoundException.java:17)
[main] INFO       | com.safetynet.safetyAlerts.dao.UrlsDaoImpl                   | --> SetAllFire [FirestationModel [station=fire1, address=address1], FirestationModel [station=fire2, address=address2], FirestationModel [station=fire2, address=address3], FirestationModel [station=fire3, address=address4]] (UrlsDaoImpl.java:42)
[main] INFO       | com.safetynet.safetyAlerts.dao.UrlsDaoImpl                   | --> Personness couvertent par la FireStation fire1 : nbAdult:1  nbChild:1 ListPersons:[PersonStation [firstName=firstName1, lastName=LastName1, address=address1, phone= 06 06 06 06], PersonStation [firstName=firstName2, lastName=LastName1, address=address1, phone= 06 06 06 06]] (UrlsDaoImpl.java:81)
[main] INFO       | com.safetynet.safetyAlerts.dao.UrlsDaoImpl                   | --> Aucune personne couverte par la FireStation fire3 (UrlsDaoImpl.java:84)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotFoundException  | --> *** fireNotExist n'existe pas ! (DataNotFoundException.java:17)
[main] INFO       | com.safetynet.safetyAlerts.dao.FirestationDaoImpl            | --> SetAllFire [FirestationModel [station=fire1, address=address1], FirestationModel [station=fire2, address=address2], FirestationModel [station=fire2, address=address3], FirestationModel [station=fire3, address=address4]] (FirestationDaoImpl.java:103)
[main] INFO       | com.safetynet.safetyAlerts.dao.FirestationDaoImpl            | --> SetAllPerson de Fire [{ "firstName":"firstName1", "lastName":"LastName1", "address":"address1", "city":"city", "zip":"95000", "phone":" 06 06 06 06", "email":"mail@mail.com", "firestation":"null", "age":"18", "medicalrecord":"null], { "firstName":"firstName2", "lastName":"LastName2", "address":"address2", "city":"city", "zip":"95000", "phone":" 06 06 06 06", "email":"mail@mail.com", "firestation":"null", "age":"18", "medicalrecord":"null]] (FirestationDaoImpl.java:110)
[main] INFO       | com.safetynet.safetyAlerts.dao.FirestationDaoImpl            | --> Liste des FireStations: [FirestationModel [station=fire1, address=address1], FirestationModel [station=fire2, address=address2], FirestationModel [station=fire2, address=address3], FirestationModel [station=fire3, address=address4]] (FirestationDaoImpl.java:31)
[main] INFO       | com.safetynet.safetyAlerts.dao.FirestationDaoImpl            | --> FireStation ajoutées: FirestationModel [station=stationTest, address=address Test] (FirestationDaoImpl.java:70)
[main] INFO       | com.safetynet.safetyAlerts.dao.FirestationDaoImpl            | ---> Lancement de UpdateData ! (FirestationDaoImpl.java:119)
[main] INFO       | com.safetynet.safetyAlerts.dao.FirestationDaoImpl            | ----> Update terminé, données mises à jour ! (FirestationDaoImpl.java:140)
[main] INFO       | com.safetynet.safetyAlerts.dao.FirestationDaoImpl            | --> Liste des FireStations: [FirestationModel [station=fire1, address=address1], FirestationModel [station=fire2, address=address2], FirestationModel [station=fire2, address=address3], FirestationModel [station=fire3, address=address4], FirestationModel [station=stationTest, address=address Test]] (FirestationDaoImpl.java:31)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataExistException     | --> *** Création impossible, cette adresse de fireStation existe déjà (DataExistException.java:18)
[main] INFO       | com.safetynet.safetyAlerts.dao.FirestationDaoImpl            | --> SetAllFire [FirestationModel [station=fire1, address=address1], FirestationModel [station=fire2, address=address2], FirestationModel [station=fire2, address=address3], FirestationModel [station=fire3, address=address4]] (FirestationDaoImpl.java:103)
[main] INFO       | com.safetynet.safetyAlerts.dao.FirestationDaoImpl            | --> SetAllPerson de Fire [{ "firstName":"firstName1", "lastName":"LastName1", "address":"address1", "city":"city", "zip":"95000", "phone":" 06 06 06 06", "email":"mail@mail.com", "firestation":"null", "age":"18", "medicalrecord":"null], { "firstName":"firstName2", "lastName":"LastName2", "address":"address2", "city":"city", "zip":"95000", "phone":" 06 06 06 06", "email":"mail@mail.com", "firestation":"null", "age":"18", "medicalrecord":"null]] (FirestationDaoImpl.java:110)
[main] INFO       | com.safetynet.safetyAlerts.dao.FirestationDaoImpl            | --> Liste des firestations mise à jour: [FirestationModel [station=station5, address=address2]] (FirestationDaoImpl.java:92)
[main] INFO       | com.safetynet.safetyAlerts.dao.FirestationDaoImpl            | ---> Lancement de UpdateData ! (FirestationDaoImpl.java:119)
[main] INFO       | com.safetynet.safetyAlerts.dao.FirestationDaoImpl            | ----> Update terminé, données mises à jour ! (FirestationDaoImpl.java:140)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotFoundException  | --> ** Adresse Non trouvée (DataNotFoundException.java:17)
[main] INFO       | com.safetynet.safetyAlerts.dao.FirestationDaoImpl            | --> SetAllFire [FirestationModel [station=fire1, address=address1], FirestationModel [station=fire2, address=address2], FirestationModel [station=fire2, address=address3], FirestationModel [station=fire3, address=address4]] (FirestationDaoImpl.java:103)
[main] INFO       | com.safetynet.safetyAlerts.dao.FirestationDaoImpl            | --> SetAllPerson de Fire [{ "firstName":"firstName1", "lastName":"LastName1", "address":"address1", "city":"city", "zip":"95000", "phone":" 06 06 06 06", "email":"mail@mail.com", "firestation":"null", "age":"18", "medicalrecord":"null], { "firstName":"firstName2", "lastName":"LastName2", "address":"address2", "city":"city", "zip":"95000", "phone":" 06 06 06 06", "email":"mail@mail.com", "firestation":"null", "age":"18", "medicalrecord":"null]] (FirestationDaoImpl.java:110)
[main] INFO       | com.safetynet.safetyAlerts.dao.FirestationDaoImpl            | --> Liste des FireStations: [FirestationModel [station=fire1, address=address1], FirestationModel [station=fire2, address=address2], FirestationModel [station=fire2, address=address3], FirestationModel [station=fire3, address=address4]] (FirestationDaoImpl.java:31)
[main] INFO       | com.safetynet.safetyAlerts.dao.FirestationDaoImpl            | --> Liste des FireStations supprimées avec id: fire3 ou adresse: address4 !: [FirestationModel [station=fire3, address=address4]] (FirestationDaoImpl.java:51)
[main] INFO       | com.safetynet.safetyAlerts.dao.FirestationDaoImpl            | ---> Lancement de UpdateData ! (FirestationDaoImpl.java:119)
[main] INFO       | com.safetynet.safetyAlerts.dao.FirestationDaoImpl            | ----> Update terminé, données mises à jour ! (FirestationDaoImpl.java:140)
[main] INFO       | com.safetynet.safetyAlerts.dao.FirestationDaoImpl            | --> Liste des FireStations: [FirestationModel [station=fire1, address=address1], FirestationModel [station=fire2, address=address2], FirestationModel [station=fire2, address=address3]] (FirestationDaoImpl.java:31)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotFoundException  | --> Aucune FireStation trouvée pour fire3 address4 (DataNotFoundException.java:17)
[main] INFO       | com.safetynet.safetyAlerts.dao.FirestationDaoImpl            | --> SetAllFire [FirestationModel [station=fire1, address=address1], FirestationModel [station=fire2, address=address2], FirestationModel [station=fire2, address=address3], FirestationModel [station=fire3, address=address4]] (FirestationDaoImpl.java:103)
[main] INFO       | com.safetynet.safetyAlerts.dao.FirestationDaoImpl            | --> SetAllPerson de Fire [{ "firstName":"firstName1", "lastName":"LastName1", "address":"address1", "city":"city", "zip":"95000", "phone":" 06 06 06 06", "email":"mail@mail.com", "firestation":"null", "age":"18", "medicalrecord":"null], { "firstName":"firstName2", "lastName":"LastName2", "address":"address2", "city":"city", "zip":"95000", "phone":" 06 06 06 06", "email":"mail@mail.com", "firestation":"null", "age":"18", "medicalrecord":"null]] (FirestationDaoImpl.java:110)
[main] INFO       | com.safetynet.safetyAlerts.dao.FirestationDaoImpl            | --> Liste des FireStations: [FirestationModel [station=fire1, address=address1], FirestationModel [station=fire2, address=address2], FirestationModel [station=fire2, address=address3], FirestationModel [station=fire3, address=address4]] (FirestationDaoImpl.java:31)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | --> SetAllMedic [{ "firstName":"firstName1", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}, { "firstName":"firstName2", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}, { "firstName":"firstName3", "lastName":"lastName2", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}] (MedicalRecordDaoImpl.java:122)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | --> SetAllPerson de MedicalRecord [{ "firstName":"firstName1", "lastName":"lastName", "address":"address1", "city":"CityTest", "zip":"10000", "phone":"telTest", "email":"test@test.com", "firestation":"null", "age":"15", "medicalrecord":"null], { "firstName":"firstName2", "lastName":"lastName", "address":"address1", "city":"CityTest", "zip":"10000", "phone":"telTest", "email":"test@test.com", "firestation":"null", "age":"15", "medicalrecord":"null], { "firstName":"firstName3", "lastName":"lastName2", "address":"addressTest", "city":"CityTest", "zip":"10000", "phone":"telTest", "email":"test@test.com", "firestation":"null", "age":"15", "medicalrecord":"null]] (MedicalRecordDaoImpl.java:128)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | --> MédicalRecord de firstName2 lastName Modifié ! (MedicalRecordDaoImpl.java:111)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | ---> Lancement de UpdateData ! (MedicalRecordDaoImpl.java:136)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | ----> Update terminé, données mises à jour ! (MedicalRecordDaoImpl.java:155)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | --> MédicalRecord de firstName2 lastName Modifié ! (MedicalRecordDaoImpl.java:111)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | ---> Lancement de UpdateData ! (MedicalRecordDaoImpl.java:136)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | ----> Update terminé, données mises à jour ! (MedicalRecordDaoImpl.java:155)
[main] ERROR      | com.safetynet.safetyAlerts.exceptions.DataNotFoundException  | --> Aucune personne trouvée pour firstNameNotExist lastNameNotExist (DataNotFoundException.java:17)
[main] INFO       | com.safetynet.safetyAlerts.dao.MedicalRecordDaoImpl          | --> SetAllMedic [{ "firstName":"firstName1", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}, { "firstName":"firstName2", "lastName":"lastName", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}, { "firstName":"firstName3", "lastName":"lastName2", "birthdate":"Mon Jan 01 00:00:00 CET 2001", "medications":"null", "allergies":"null", "age":"0"}] (MedicalRecordDaoImpl.java:122)
